run,trial,rewFunc,emotion,magnitude,probability,score,ev,rt,clock_onset,isi_onset,feedback_onset,iti_onset,iti_ideal,image,pushidx
1,1,CEV,scram,112,0.32399999999999995,0,36.352,0,0,2969,3288,4122,0,NA,0
1,2,CEV,scram,72,0.4968571428571429,0,36.00628571428571,597,5472,8300,8605,9452,0,NA,6069
1,3,CEV,scram,42,0.8194285714285714,42,34.541714285714285,513,10513,11082,11388,12234,0,NA,11026
1,4,CEV,scram,52,0.6815714285714285,52,35.63685714285714,1476,13512,15048,15353,16199,0,NA,14988
1,5,CEV,scram,49,0.76,49,37.0,919,17394,18380,18685,19532,0,NA,18313
1,6,CEV,scram,48,0.753,48,36.247,980,20794,21828,22134,22980,0,NA,21774
1,7,CEV,scram,44,0.7638571428571428,44,33.94457142857142,908,24502,25460,25766,26612,0,NA,25410
1,8,CEV,scram,51,0.7662857142857142,51,39.29885714285714,882,28034,28976,29281,30128,0,NA,28916
1,9,CEV,scram,58,0.6768571428571428,58,39.03057142857143,1519,31141,32708,33013,33860,0,NA,32660
1,10,CEV,scram,41,0.7997142857142857,41,33.00142857142857,650,35382,36090,36395,37242,0,NA,36032
1,11,CEV,scram,45,0.776,45,34.672,824,38515,39389,39694,40541,0,NA,39339
1,12,CEV,scram,74,0.5212857142857144,0,38.563857142857145,2606,42064,44720,45025,45872,0,NA,44670
1,13,CEV,scram,50,0.8094285714285714,50,40.23771428571428,581,47146,47786,48091,48938,0,NA,47727
1,14,CEV,scram,48,0.7761428571428571,48,37.0,811,49962,50835,51140,51987,0,NA,50773
1,15,CEV,scram,51,0.7808571428571429,51,40.123428571428576,781,53061,53900,54205,55052,0,NA,53842
1,16,CEV,scram,46,0.8332857142857143,46,38.66657142857143,421,56327,56799,57104,57951,0,NA,56748
1,17,CEV,scram,43,0.8095714285714286,43,34.571285714285715,584,59077,59715,60020,60867,0,NA,59661
1,18,CEV,scram,45,0.8287142857142857,45,37.0,452,62242,62747,63052,63899,0,NA,62694
1,19,CEV,scram,62,0.6478571428571429,0,40.239285714285714,1716,65425,67196,67501,68348,0,NA,67141
1,20,CEV,scram,50,0.7978571428571428,50,40.19142857142857,661,69824,70545,70850,71695,0,NA,70485
1,21,CEV,scram,48,0.7788571428571429,48,37.0,799,73173,74027,74332,75179,0,NA,73972
1,22,CEV,scram,52,0.7622857142857142,52,39.28685714285714,910,76206,77176,77481,78327,0,NA,77116
1,23,CEV,scram,49,0.767,49,37.767,890,79355,80291,80596,81443,0,NA,80245
1,24,CEV,scram,46,0.8052857142857143,46,37.0,611,82671,83340,83645,84492,0,NA,83282
1,25,CEV,scram,67,0.5458571428571428,67,36.45414285714285,2425,85720,88205,88510,89357,0,NA,88145
1,26,CEV,scram,53,0.7315714285714285,53,38.463142857142856,1133,90736,91920,92225,93072,0,NA,91869
1,27,CEV,scram,49,0.7934285714285714,49,38.58685714285714,689,94202,94953,95258,96105,0,NA,94891
1,28,CEV,scram,47,0.841,47,39.523,365,97384,97802,98107,98954,0,NA,97749
1,29,CEV,scram,48,0.746,48,35.507999999999996,1029,100234,101317,101622,102469,0,NA,101263
1,30,CEV,scram,64,0.6055714285714286,64,38.81671428571428,2010,103499,105566,105871,106718,0,NA,105509
1,31,CEV,scram,68,0.5389999999999999,0,36.46099999999999,2478,108098,110631,110938,111783,0,NA,110576
1,32,CEV,scram,44,0.7602857142857142,44,33.19857142857143,927,113163,114146,114451,115298,0,NA,114090
1,33,CEV,scram,51,0.7104285714285714,51,36.28957142857143,1269,116379,117711,118016,118863,0,NA,117648
1,34,CEV,scram,48,0.8175714285714286,48,39.452714285714286,522,120395,120977,121282,122127,0,NA,120917
1,35,CEV,scram,49,0.7985714285714286,49,39.39571428571429,667,123560,124276,124581,125428,0,NA,124227
1,36,CEV,scram,47,0.7748571428571429,47,36.22514285714286,829,126810,127691,127996,128843,0,NA,127639
1,37,CEV,scram,42,0.7962857142857143,42,33.81485714285714,668,129926,130657,130962,131809,0,NA,130594
1,38,CEV,scram,49,0.7607142857142857,49,37.0,924,133191,134172,134477,135324,0,NA,134115
1,39,CEV,scram,52,0.775,52,40.1,825,136457,137338,137643,138490,0,NA,137282
1,40,CEV,scram,43,0.7941428571428572,43,33.82342857142857,702,139823,140570,140875,141722,0,NA,140525
1,41,CEV,scram,42,0.8228571428571428,42,34.53142857142857,491,143007,143552,143857,144704,0,NA,143498
1,42,CEV,scram,48,0.8061428571428572,48,38.61228571428571,603,145838,146501,146806,147653,0,NA,146441
1,43,CEV,scram,47,0.8204285714285714,47,38.64085714285714,510,149038,149600,149905,150752,0,NA,149548
1,44,CEV,scram,52,0.7775714285714286,52,40.110285714285716,802,151787,152649,152954,153801,0,NA,152589
1,45,CEV,scram,45,0.7824285714285715,45,35.43514285714286,766,155286,156115,156420,157267,0,NA,156052
1,46,CEV,scram,41,0.8491428571428572,41,34.45257142857143,314,158552,158914,159219,160066,0,NA,158866
1,47,CEV,scram,50,0.792,50,39.376,711,161401,162163,162468,163314,0,NA,162112
1,48,CEV,scram,51,0.716,51,36.284,1244,164751,166044,166349,167196,0,NA,165995
1,49,CEV,scram,117,0.32571428571428573,0,37.97714285714286,0,168483,172509,172814,173661,0,NA,168483
1,50,CEV,scram,109,0.32571428571428573,0,35.371428571428574,0,175098,179123,179428,180275,0,NA,175098
1,51,CEV,scram,50,0.7804285714285715,0,39.34128571428572,788,181562,182405,182710,183557,0,NA,182350
1,52,CEV,scram,50,0.7851428571428571,50,39.355428571428575,748,184695,185504,185809,186656,0,NA,185443
