run,trial,rewFunc,emotion,magnitude,probability,score,ev,rt,clock_onset,isi_onset,feedback_onset,iti_onset,iti_ideal,image,pushidx
4,190,DEV,fear,69,0.709552349284173,69,48.67401120198839,596,3780,4497,4796,5646,0,NA,4376
4,191,DEV,fear,78,0.6063139804014618,78,47.55486282217674,1090,7229,8429,8728,9578,0,NA,8319
4,192,DEV,fear,76,0.4653334571796801,76,35.406081474302816,1920,11061,13094,13393,14243,0,NA,12981
4,193,DEV,fear,85,0.35473836144411985,85,30.26122984183073,2944,15726,18792,19091,19941,0,NA,18670
4,194,DEV,fear,82,0.32141198323603465,82,26.470434505676902,3361,21124,24606,24906,25756,0,NA,24485
4,195,DEV,fear,84,0.3060435406320398,0,25.65415576299777,3572,26889,30571,30870,31720,0,NA,30461
4,196,DEV,fear,80,0.5707598484866644,0,45.86228828665729,1262,33153,34536,34836,35685,0,NA,34415
4,197,DEV,fear,76,0.4656080243793944,0,35.423549030553424,1909,37069,39101,39401,40250,0,NA,38978
4,198,DEV,fear,77,0.6380846215184458,77,48.873063600381535,931,41484,42533,42833,43683,0,NA,42415
4,199,DEV,fear,82,0.4656080243793944,82,38.21719717682979,1903,44882,46899,47198,48048,0,NA,46785
4,200,DEV,fear,86,0.3652611013436029,0,31.40346468914851,2805,49298,52230,52529,53379,0,NA,52103
4,201,DEV,fear,75,0.4526140207364926,0,34.14100471274906,1996,54746,56862,57161,58011,0,NA,56742
4,202,DEV,fear,74,0.5936991198238188,74,43.79182498862752,1131,59461,60710,61010,61860,0,NA,60592
4,203,DEV,fear,75,0.7815767800460199,75,58.880137404453905,315,63159,63593,63892,64742,0,NA,63474
4,204,DEV,fear,65,0.7991423051328389,65,51.72533479882507,239,65942,66308,66608,67458,0,NA,66181
4,205,DEV,fear,74,0.5683242753920501,0,42.292217188628875,1253,68857,70240,70540,71390,0,NA,70110
4,206,DEV,fear,71,0.7559097917938122,0,53.805781471023714,411,72839,73373,73672,74522,0,NA,73250
4,207,DEV,fear,85,0.3319210198499928,0,28.222452954086247,3214,75622,78954,79253,80103,0,NA,78836
4,208,DEV,fear,79,0.46151919743489167,0,36.5476705763096,1927,81703,83752,84052,84901,0,NA,83630
4,209,DEV,fear,75,0.624898567400405,0,46.83258704855534,977,86001,87101,87401,88250,0,NA,86978
4,210,DEV,fear,84,0.3511324518201481,84,29.642484164778942,2989,89550,92649,92949,93798,0,NA,92539
