run,trial,rewFunc,emotion,magnitude,probability,score,ev,rt,clock_onset,isi_onset,feedback_onset,iti_onset,iti_ideal,image,pushidx
6,316,DEV,happy,74,0.6376544106879443,74,46.93449108335382,909,3389,4422,4721,5571,0,NA,4298
6,317,DEV,happy,76,0.7443330019200074,0,56.231495269625356,462,6904,7487,7787,8637,0,NA,7366
6,318,DEV,happy,75,0.46878601270763764,0,35.15672174447325,1867,10120,12119,12419,13268,0,NA,11987
6,319,DEV,happy,73,0.6126406587049946,0,44.88645072932574,1051,14601,15768,16067,16917,0,NA,15652
6,320,DEV,happy,79,0.3444652041588394,0,27.08555678630974,3058,18400,21582,21882,22732,0,NA,21458
6,321,DEV,happy,69,0.8318422180168823,69,56.99104866130228,125,24065,24315,24614,25464,0,NA,24190
6,322,DEV,happy,73,0.8094976201143127,73,59.37964918706096,213,26947,27280,27580,28430,0,NA,27160
6,323,DEV,happy,70,0.778979987930573,0,54.857999972212625,323,29613,30063,30362,31212,0,NA,29936
6,324,DEV,happy,71,0.8229093795914151,71,58.30732366657325,170,32645,32928,33228,34078,0,NA,32815
6,325,DEV,happy,69,0.7920290538943918,0,54.630964205469326,275,35461,35861,36160,37010,0,NA,35736
6,326,DEV,happy,65,0.8968762106578546,65,57.998046644075515,0,38393,38410,38709,39559,0,NA,38393
6,327,DEV,happy,71,0.8143085245134052,71,57.96008353065774,185,40842,41159,41458,42308,0,NA,41027
6,328,DEV,happy,73,0.8153802799617345,73,59.63477208547488,191,43391,43708,44008,44857,0,NA,43582
6,329,DEV,happy,72,0.8100311910981078,72,58.592982692491304,203,46040,46374,46673,47523,0,NA,46243
6,330,DEV,happy,72,0.8100311910981078,72,58.592982692491304,215,48706,49039,49339,50189,0,NA,48921
6,331,DEV,happy,74,0.7883589945969672,0,58.41986013360302,290,51572,51988,52288,53138,0,NA,51862
6,332,DEV,happy,65,0.8283156619501156,65,53.54934666616667,144,54721,54987,55287,56137,0,NA,54865
6,333,DEV,happy,65,0.8194079185433276,65,53.25098149782607,180,57570,57870,58169,59019,0,NA,57750
