run,trial,rewFunc,emotion,magnitude,probability,score,ev,rt,clock_onset,isi_onset,feedback_onset,iti_onset,iti_ideal,image,pushidx
7,379,IEV,fear,18,0.882603082977989,18,15.524883589127446,629,3007,3756,4056,4906,0,NA,3636
7,380,IEV,fear,20,0.8923083286167899,0,18.268814407784827,396,6255,6772,7071,7921,0,NA,6651
7,381,IEV,fear,28,0.8482538602884693,28,23.700400229341053,1137,9371,10637,10937,11786,0,NA,10508
7,382,IEV,fear,31,0.8340349026713486,0,26.148840433439652,1285,12886,14303,14602,15452,0,NA,14171
7,383,IEV,fear,42,0.7516951124516118,42,31.488208061826054,1943,16702,18768,19067,19917,0,NA,18645
7,384,IEV,fear,45,0.7174813583569878,45,32.062128757736005,2167,21017,23300,23599,24449,0,NA,23184
7,385,IEV,fear,44,0.7442077207828944,44,32.84971302221492,1986,25699,27815,28114,28964,0,NA,27685
7,386,IEV,fear,46,0.7494206909580691,46,34.674713716721506,1956,30314,32396,32696,33546,0,NA,32270
7,387,IEV,fear,40,0.747130662886686,40,29.62459640641733,1983,35145,37245,37544,38394,0,NA,37128
7,388,IEV,fear,45,0.723069461910141,45,32.33896229925055,2129,39544,41793,42093,42942,0,NA,41673
7,389,IEV,fear,34,0.7739796531338905,34,26.477322560845167,1789,44492,46408,46708,47557,0,NA,46281
7,390,IEV,fear,42,0.7418827088786037,42,30.810949429190444,2017,49157,51290,51589,52439,0,NA,51174
7,391,IEV,fear,38,0.7691740425044548,38,29.22749288486408,1832,54039,55988,56288,57137,0,NA,55871
7,392,IEV,fear,39,0.7807545060664507,39,30.527241985011248,1750,58337,60203,60503,61352,0,NA,60087
7,393,IEV,fear,41,0.7742596791145648,0,31.87115858213674,1792,62452,64368,64668,65518,0,NA,64244
7,394,IEV,fear,24,0.8584574663258817,24,20.737234748766724,1038,66867,68017,68317,69166,0,NA,67905
7,395,IEV,fear,25,0.8542574481699666,0,21.268849167436652,1081,70516,71716,72015,72865,0,NA,71597
7,396,IEV,fear,65,0.6319863569678388,65,40.78249336809286,2645,74165,76931,77230,78080,0,NA,76810
7,397,IEV,fear,54,0.6688515723835259,54,36.38848855723566,2445,79580,82146,82445,83295,0,NA,82025
7,398,IEV,fear,54,0.6808883143513522,54,36.892355548880886,2386,84645,87144,87443,88293,0,NA,87031
7,399,IEV,fear,60,0.6599021676180055,60,39.6520307788347,2498,89443,92059,92358,93208,0,NA,91941
7,400,IEV,fear,58,0.678035473375792,58,39.12607817137478,2399,94508,97024,97323,98173,0,NA,96907
7,401,IEV,fear,53,0.6985701313675298,53,37.023599666964834,2277,99773,102172,102471,103321,0,NA,102050
7,402,IEV,fear,65,0.6444767198311325,65,41.92800748347883,2588,104421,107120,107420,108269,0,NA,107009
7,403,IEV,fear,54,0.6690329491609377,54,36.3757223380374,2446,109719,112285,112584,113434,0,NA,112165
7,404,IEV,fear,62,0.6721084690723085,0,41.53537647348052,2432,114984,117533,117833,118682,0,NA,117416
7,405,IEV,fear,54,0.7072753989123582,54,38.52066563069653,2217,120199,122531,122831,123681,0,NA,122416
7,406,IEV,fear,41,0.7449793153169891,41,30.55249882759541,1997,125230,127346,127646,128496,0,NA,127227
7,407,IEV,fear,60,0.6661247934308605,0,39.910453278873774,2471,129945,132528,132827,133677,0,NA,132416
7,408,IEV,fear,36,0.8167280172111079,0,29.581602199216064,1455,134877,136460,136759,137609,0,NA,136332
7,409,IEV,fear,39,0.7553014678588346,39,29.675804127193373,1919,138926,140958,141258,142107,0,NA,140845
7,410,IEV,fear,58,0.6510210402287202,58,37.620266134549375,2520,143674,146323,146623,147472,0,NA,146194
7,411,IEV,fear,55,0.6932043200289455,55,38.095560508805974,2302,149089,151505,151804,152654,0,NA,151391
7,412,IEV,fear,47,0.7346580063684951,47,34.34476099013847,2043,153770,155936,156236,157086,0,NA,155813
7,413,IEV,fear,70,0.6097904326661117,70,42.74242735331079,2737,158202,161068,161367,162217,0,NA,160939
7,414,IEV,fear,64,0.6545497020853935,64,41.96193383742848,2519,163534,166166,166466,167315,0,NA,166053
7,415,IEV,fear,64,0.6291214472167752,64,40.33118674559479,2642,168732,171498,171797,172647,0,NA,171374
7,416,IEV,fear,56,0.6575078296182005,0,36.51988477997533,2496,173863,176479,176779,177628,0,NA,176359
