run,trial,rewFunc,emotion,magnitude,probability,score,ev,rt,clock_onset,isi_onset,feedback_onset,iti_onset,iti_ideal,image,pushidx
8,442,DEV,scram,71,0.644794096005658,71,46.04681224974744,878,3344,4344,4643,5493,0,NA,4222
8,443,DEV,scram,69,0.8100311910981078,69,56.16288911919698,209,6659,6993,7292,8142,0,NA,6868
8,444,DEV,scram,76,0.7287210891154422,76,55.40219547306125,533,9408,10058,10358,11207,0,NA,9941
8,445,DEV,scram,77,0.7165354413236618,77,55.45421816736005,580,12424,13124,13423,14273,0,NA,13004
8,446,DEV,scram,74,0.7126749591790946,74,52.386138633827954,592,15590,16306,16606,17455,0,NA,16182
8,447,DEV,scram,76,0.7088335402876169,76,53.60147552517338,611,18622,19355,19655,20504,0,NA,19233
8,448,DEV,scram,68,0.7167773519242582,68,49.01679656758668,585,21821,22521,22820,23670,0,NA,22406
8,449,DEV,scram,69,0.7126749591790946,69,48.82276383793248,589,24786,25503,25802,26652,0,NA,25375
8,450,DEV,scram,74,0.805503659458257,74,60.0088663694184,237,27919,28269,28568,29418,0,NA,28156
8,451,DEV,scram,71,0.7883589945969672,71,56.05478314981212,294,31034,31451,31750,32600,0,NA,31328
8,452,DEV,scram,69,0.7839194939804798,69,54.29064491153854,304,33917,34350,34649,35499,0,NA,34221
8,453,DEV,scram,76,0.720901133315938,76,54.977427182857916,561,36815,37499,37798,38648,0,NA,37376
8,454,DEV,scram,74,0.7129156819448632,74,53.111687444477546,596,40164,40881,41180,42030,0,NA,40760
8,455,DEV,scram,69,0.7455841614058483,69,51.07774501300946,461,43446,44030,44329,45179,0,NA,43907
8,456,DEV,scram,66,0.7797583355595131,66,51.773305030889475,335,46545,46995,47295,48145,0,NA,46880
8,457,DEV,scram,72,0.729212315364109,72,52.51182493130438,529,49661,50311,50610,51460,0,NA,50190
8,458,DEV,scram,73,0.7090730684363276,73,51.48739156571385,606,52677,53410,53709,54559,0,NA,53283
8,459,DEV,scram,76,0.717019336535099,0,54.764346517751946,573,55825,56525,56825,57674,0,NA,56398
8,460,DEV,scram,75,0.788620723885857,75,59.22075508467606,295,59141,59558,59857,60707,0,NA,59436
8,461,DEV,scram,67,0.788620723885857,0,52.9117892935892,290,62190,62607,62906,63756,0,NA,62480
8,462,DEV,scram,77,0.6785709996864907,77,52.57966787019813,748,65222,66089,66388,67238,0,NA,65970
8,463,DEV,scram,69,0.6974247175711159,69,48.087827738883604,665,68404,69188,69487,70337,0,NA,69069
8,464,DEV,scram,68,0.6785709996864907,0,46.47252887301972,742,71603,72470,72769,73619,0,NA,72345
8,465,DEV,scram,75,0.7425843479613841,0,55.39730628269569,481,75085,75685,75985,76834,0,NA,75566
8,466,DEV,scram,73,0.630390285141574,73,45.891556254370386,963,78051,79134,79434,80283,0,NA,79014
8,467,DEV,scram,76,0.6165571304167078,0,46.9596626125591,1032,81750,82899,83199,84049,0,NA,82782
8,468,DEV,scram,80,0.6236390467536344,80,49.87716483138984,1007,85365,86481,86781,87631,0,NA,86372
8,469,DEV,scram,79,0.6097737137911252,0,48.38083872578895,1057,88847,90030,90330,91179,0,NA,89904
8,470,DEV,scram,78,0.6822550713858494,78,53.47677728612287,723,92546,93396,93695,94545,0,NA,93269
8,471,DEV,scram,76,0.7218745285857601,76,55.03062974953907,568,96161,96844,97144,97994,0,NA,96729
8,472,DEV,scram,77,0.6864233631541201,77,53.03626511946937,713,99260,100093,100393,101243,0,NA,99973
8,473,DEV,scram,76,0.7301956383708273,76,55.4816050754069,529,102659,103309,103608,104458,0,NA,103188
8,474,DEV,scram,73,0.7343876691941489,73,53.50298389549418,518,106025,106658,106957,107807,0,NA,106543
8,475,DEV,scram,73,0.6906166427897784,73,50.51551920568121,685,109440,110240,110539,111389,0,NA,110125
8,476,DEV,scram,75,0.7100319293602784,75,52.95710769251328,611,112606,113339,113638,114488,0,NA,113217
8,477,DEV,scram,70,0.7021572481387856,70,49.020305457280784,649,116054,116821,117120,117970,0,NA,116703
8,478,DEV,scram,74,0.6908503329052268,74,51.21886185755655,674,119603,120403,120702,121552,0,NA,120277
8,479,DEV,scram,69,0.702394669947771,0,48.32965035562819,648,122819,123585,123885,124734,0,NA,123467
8,480,DEV,scram,73,0.7810568964169786,73,57.29262126539412,315,126118,126551,126850,127700,0,NA,126433
8,481,DEV,scram,69,0.7184727968853282,0,49.81499106696679,560,129283,129966,130266,131115,0,NA,129843
8,482,DEV,scram,69,0.7513621375283706,69,52.08816178825486,425,132399,132949,133248,134098,0,NA,132824
8,483,DEV,scram,75,0.7599709646372259,0,57.03555831290683,402,135731,136247,136547,137397,0,NA,136133
8,484,DEV,scram,72,0.6602277298777728,0,47.53242253044249,813,138880,139813,140112,140962,0,NA,139693
8,485,DEV,scram,69,0.6908503329052268,0,47.764610193030414,672,142245,143045,143344,144194,0,NA,142917
8,486,DEV,scram,73,0.789144375735686,73,57.6675192462275,299,145794,146211,146510,147360,0,NA,146093
8,487,DEV,scram,68,0.7438330326366352,68,50.254673572859915,465,148993,149576,149876,150725,0,NA,149458
8,488,DEV,scram,69,0.727494294878665,69,50.243500778256305,532,152008,152658,152958,153807,0,NA,152540
8,489,DEV,scram,71,0.7602253724434359,71,54.00750588983278,401,155141,155657,155957,156806,0,NA,155542
8,490,DEV,scram,76,0.727494294878665,76,55.335960842406955,516,158140,158789,159089,159939,0,NA,158656
8,491,DEV,scram,68,0.7189578745094478,68,49.11927626680283,566,161222,161905,162205,163054,0,NA,161788
8,492,DEV,scram,69,0.7393460732034762,69,50.79395906887942,483,164287,164887,165187,166036,0,NA,164770
8,493,DEV,scram,70,0.7189578745094478,70,50.55719201582172,563,167270,167953,168252,169102,0,NA,167833
8,494,DEV,scram,68,0.7521185157100989,68,51.370435535894075,435,170535,171085,171385,172234,0,NA,170970
8,495,DEV,scram,78,0.6953049942338367,0,54.24177030168036,659,173418,174201,174500,175350,0,NA,174077
8,496,DEV,scram,75,0.6875856619011201,75,51.72824317692285,691,176683,177500,177799,178649,0,NA,177374
8,497,DEV,scram,70,0.6957755105159773,70,48.702875863645524,666,180232,181015,181315,182164,0,NA,180898
8,498,DEV,scram,68,0.6953049942338367,0,47.288720359341994,668,183597,184380,184680,185530,0,NA,184265
8,499,DEV,scram,75,0.6799501962195698,0,51.30033201290596,732,187163,188013,188312,189162,0,NA,187895
8,500,DEV,scram,70,0.7319192415638273,0,51.182631114980005,522,190795,191428,191728,192577,0,NA,191317
8,501,DEV,scram,75,0.6393771898321015,75,47.671174841832006,916,193960,194993,195293,196143,0,NA,194876
8,502,DEV,scram,78,0.6575542285729898,78,51.3333565187444,835,197476,198426,198725,199575,0,NA,198311
8,503,DEV,scram,72,0.6537863643838996,72,47.18362868495477,852,200858,201824,202124,202974,0,NA,201710
8,504,DEV,scram,78,0.6502611863497691,78,50.89301084841757,868,204157,205140,205439,206289,0,NA,205025
