run,trial,rewFunc,emotion,magnitude,probability,score,ev,rt,clock_onset,isi_onset,feedback_onset,iti_onset,iti_ideal,image,pushidx
5,253,IEV,scram,60,0.6837272992055721,60,40.79482249720223,2337,3213,5679,5978,6828,0,NA,5550
5,254,IEV,scram,30,0.829305138709372,0,24.996470749155353,1341,7894,9361,9660,10510,0,NA,9235
5,255,IEV,scram,43,0.7645737991893239,43,32.69014605031503,1859,11926,13909,14209,15058,0,NA,13785
5,256,IEV,scram,29,0.8310732222006764,29,23.973991977644694,1331,16375,17824,18124,18974,0,NA,17706
5,257,IEV,scram,29,0.8203352082792895,29,23.48297862328096,1434,20040,21590,21889,22739,0,NA,21474
5,258,IEV,scram,39,0.8087899287807951,39,31.155436897615587,1530,24005,25655,25954,26804,0,NA,25535
5,259,IEV,scram,33,0.829409796049045,0,27.47341490064915,1350,28171,29637,29936,30786,0,NA,29521
5,260,IEV,scram,44,0.7720111859649809,44,33.60747411783831,1801,32203,34135,34435,35285,0,NA,34004
5,261,IEV,scram,54,0.6930303106883577,0,37.41455981782571,2290,36818,39234,39533,40383,0,NA,39108
5,262,IEV,scram,42,0.7425042084376748,42,31.501745572221196,2006,41516,43632,43932,44781,0,NA,43522
5,263,IEV,scram,30,0.8204466023315005,30,24.2915528729552,1438,46148,47697,47997,48846,0,NA,47586
5,264,IEV,scram,48,0.7018312591803988,0,33.98373996396881,2241,50180,52546,52845,53695,0,NA,52421
5,265,IEV,scram,28,0.8206691481083492,28,22.626701735497512,1413,55178,56711,57010,57860,0,NA,56591
5,266,IEV,scram,50,0.7074445407654917,50,35.67912708245646,2208,59343,61676,61975,62825,0,NA,61551
5,267,IEV,scram,37,0.8050488753584836,37,29.893664698896163,1543,64058,65724,66024,66873,0,NA,65601
5,268,IEV,scram,34,0.8226575071845037,34,28.170262248040164,1397,68407,69923,70222,71072,0,NA,69804
5,269,IEV,scram,30,0.8314858146811946,30,24.760166835139643,1306,72305,73738,74038,74887,0,NA,73611
5,270,IEV,scram,21,0.8757698303427301,21,18.35098088349577,767,76470,77354,77653,78503,0,NA,77237
5,271,IEV,scram,51,0.7321120208206128,0,37.47022910946532,2065,79786,81969,82268,83118,0,NA,81851
5,272,IEV,scram,31,0.8279371784781354,31,25.971408587720337,1348,84551,86017,86317,87166,0,NA,85899
5,273,IEV,scram,37,0.7949168469845657,0,29.242437242958488,1632,88749,90499,90798,91648,0,NA,90381
5,274,IEV,scram,33,0.8314858146811946,0,27.25462427918323,1305,92781,94214,94514,95363,0,NA,94086
5,275,IEV,scram,39,0.7529017201473932,0,29.128857320351024,1923,96447,98496,98796,99645,0,NA,98370
5,276,IEV,scram,26,0.848960330178288,26,21.91880665097209,1131,100779,102028,102328,103177,0,NA,101910
5,277,IEV,scram,28,0.8132715038993594,28,22.59839656488508,1478,104361,105960,106260,107109,0,NA,105839
5,278,IEV,scram,41,0.784141620261673,41,31.79372917752327,1704,108692,110525,110825,111674,0,NA,110396
5,279,IEV,scram,29,0.8152390586566219,0,24.020374467589022,1469,112808,114391,114690,115540,0,NA,114277
5,280,IEV,scram,33,0.786417805101751,0,26.0886622625079,1698,116623,118439,118739,119588,0,NA,118321
5,281,IEV,scram,21,0.8697388136502309,0,18.35403758859095,856,120722,121705,122004,122854,0,NA,121578
5,282,IEV,scram,64,0.6268227693838089,0,39.84856167648586,2659,124287,127069,127369,128219,0,NA,126946
5,283,IEV,scram,20,0.8589278699930551,20,17.241011023885655,1015,129402,130535,130834,131684,0,NA,130417
5,284,IEV,scram,35,0.8264486040808632,35,28.60817387084233,1359,132967,134450,134750,135599,0,NA,134326
5,285,IEV,scram,37,0.7951731879092135,37,29.218606404965186,1634,136833,138582,138882,139731,0,NA,138467
5,286,IEV,scram,33,0.8400399786161101,33,28.008424045740817,1233,140914,142264,142564,143413,0,NA,142147
5,287,IEV,scram,29,0.8116337992368139,29,23.582384200341412,1488,144946,146563,146862,147712,0,NA,146434
5,288,IEV,scram,32,0.8335291722669624,32,27.03706747014011,1288,148945,150361,150661,151510,0,NA,150233
5,289,IEV,scram,28,0.8402317019130807,28,23.786402513009875,1220,153094,154443,154743,155592,0,NA,154314
5,290,IEV,scram,36,0.8248360210885229,36,29.597494409661884,1374,157026,158525,158825,159674,0,NA,158400
5,291,IEV,scram,28,0.8301401145136438,28,23.245999546598615,1319,161257,162707,163006,163856,0,NA,162576
5,292,IEV,scram,37,0.788803873128794,0,29.015703773234392,1673,165189,166989,167305,168138,0,NA,166862
5,293,IEV,scram,23,0.8463743775548002,0,19.68940215357328,1160,169371,170654,170954,171803,0,NA,170531
5,294,IEV,scram,53,0.7139936721693858,0,38.04967381922537,2183,173087,175386,175685,176535,0,NA,175270
5,295,IEV,scram,47,0.7409484257989384,47,34.593269367306824,2012,178068,180201,180500,181350,0,NA,180080
5,296,IEV,scram,26,0.8285702554319684,26,21.761276664947026,1342,182583,184049,184349,185199,0,NA,183925
5,297,IEV,scram,33,0.8273011706580762,0,27.693402915529308,1360,186748,188231,188531,189381,0,NA,188108
5,298,IEV,scram,27,0.8267689265219164,27,21.96120027498518,1363,190464,191947,192246,193096,0,NA,191827
5,299,IEV,scram,29,0.8232051753901357,29,23.99852339873646,1394,194379,195895,196195,197044,0,NA,195773
5,300,IEV,scram,32,0.8386887283474665,32,26.47745721612423,1249,198278,199644,199943,200793,0,NA,199527
5,301,IEV,scram,38,0.795684938485554,38,29.966651907408096,1627,202276,204026,204325,205175,0,NA,203903
5,302,IEV,scram,27,0.8565464642361447,0,23.55065291230853,1040,206608,207774,208074,208924,0,NA,207648
5,303,IEV,scram,24,0.8580632195515349,24,20.787794639380387,1027,210007,211157,211456,212306,0,NA,211034
5,304,IEV,scram,32,0.8372231258585084,32,26.637963978289953,1264,213789,215172,215471,216321,0,NA,215053
5,305,IEV,scram,34,0.8322047076013726,34,28.01054188788578,1310,217904,219337,219637,220486,0,NA,219214
5,306,IEV,scram,27,0.8566270288018822,27,23.540682462328668,1051,222019,223186,223485,224335,0,NA,223070
5,307,IEV,scram,28,0.8524985609897802,28,24.0445811062984,1098,225768,226984,227284,228134,0,NA,226866
5,308,IEV,scram,24,0.8496615468099449,24,20.13467104063781,1121,229417,230666,230966,231816,0,NA,230538
5,309,IEV,scram,31,0.806142828905337,0,24.953301211854917,1539,232899,234565,234865,235714,0,NA,234438
5,310,IEV,scram,32,0.8216666035965888,0,26.627382704793998,1405,236798,238330,238630,239480,0,NA,238203
5,311,IEV,scram,38,0.8142002964224448,38,30.642173122747458,1485,240913,242512,242812,243661,0,NA,242398
5,312,IEV,scram,41,0.7664516323269127,0,31.76679078791923,1855,245095,247061,247360,248210,0,NA,246950
5,313,IEV,scram,27,0.8390764401952945,0,22.2394023807181,1252,249743,251109,251409,252258,0,NA,250995
5,314,IEV,scram,30,0.8580632195515349,0,25.936173956689597,1032,253592,254741,255041,255891,0,NA,254624
