run,trial,rewFunc,emotion,magnitude,probability,score,ev,rt,clock_onset,isi_onset,feedback_onset,iti_onset,iti_ideal,image,pushidx
5,253,IEV,scram,25,0.8849331317936372,25,22.21601377906295,584,3115,3814,4114,4964,0,NA,3699
5,254,IEV,scram,31,0.8244029133214196,0,25.519013181753433,1380,6080,7580,7879,8729,0,NA,7460
5,255,IEV,scram,52,0.7077826435723518,52,37.06981682769266,2207,10195,12528,12828,13677,0,NA,12402
5,256,IEV,scram,50,0.7020023097914159,50,35.37481409726563,2247,15044,17410,17709,18559,0,NA,17291
5,257,IEV,scram,35,0.7838723907391812,35,27.114066754614612,1702,19675,21508,21808,22657,0,NA,21377
5,258,IEV,scram,71,0.6229785420254702,71,44.452883954869854,2690,23974,26773,27073,27922,0,NA,26664
5,259,IEV,scram,70,0.6198915899090969,0,43.38563447727855,2690,29339,32155,32454,33304,0,NA,32029
5,260,IEV,scram,102,0.4917445143465089,0,50.31682939931973,3327,34770,38219,38519,39368,0,NA,38097
5,261,IEV,scram,19,0.8947767163208783,19,16.89732003688586,318,40885,41318,41617,42467,0,NA,41203
5,262,IEV,scram,17,0.8910243414327583,17,14.942751614838143,433,43634,44184,44483,45333,0,NA,44067
5,263,IEV,scram,18,0.8837449122741181,18,16.21991488283422,607,46749,47482,47782,48632,0,NA,47356
5,264,IEV,scram,25,0.8400399786161101,0,21.288104216811938,1228,49998,51348,51647,52497,0,NA,51226
5,265,IEV,scram,30,0.8055358675668213,30,24.208890163066407,1541,54013,55680,55979,56829,0,NA,55554
5,266,IEV,scram,51,0.7025151071983892,51,36.03956036931967,2242,58345,60711,61011,61860,0,NA,60587
5,267,IEV,scram,64,0.6521372008180341,64,41.457305162712004,2529,63127,65776,66076,66925,0,NA,65656
5,268,IEV,scram,67,0.6363606693796632,67,42.417999642832925,2607,68492,71224,71524,72373,0,NA,71099
5,269,IEV,scram,72,0.5944539282179142,0,43.029729975166994,2826,73640,76589,76888,77738,0,NA,76466
5,270,IEV,scram,67,0.6173760144469053,67,41.060866387276896,2702,79355,82187,82486,83336,0,NA,82057
5,271,IEV,scram,69,0.6335104252065862,0,43.855014288871914,2624,84653,87402,87701,88551,0,NA,87277
5,272,IEV,scram,71,0.6045058590479866,71,43.0494893999958,2783,90017,92917,93216,94066,0,NA,92800
5,273,IEV,scram,71,0.6047020521601053,0,43.03815072716183,2776,95682,98581,98881,99730,0,NA,98458
5,274,IEV,scram,87,0.5444674586951724,0,47.39641252004177,3070,100897,104096,104395,105245,0,NA,103967
5,275,IEV,scram,15,0.8894831621210512,15,13.447671211741943,480,106362,106962,107261,108111,0,NA,106842
5,276,IEV,scram,18,0.8900593713029337,18,16.011527858083245,469,109277,109861,110160,111010,0,NA,109746
5,277,IEV,scram,13,0.8946267829605183,13,11.559432341524023,317,112226,112660,112959,113809,0,NA,112543
5,278,IEV,scram,66,0.6401457802881397,66,42.19058082117306,2600,115425,118141,118441,119290,0,NA,118025
5,279,IEV,scram,62,0.6275896562391278,0,39.17217384694691,2657,120457,123239,123539,124388,0,NA,123114
5,280,IEV,scram,46,0.7089640999262263,0,32.731313980759175,2215,125505,127838,128137,128987,0,NA,127720
5,281,IEV,scram,64,0.6245181795068298,0,39.9947497500966,2670,130153,132953,133252,134102,0,NA,132823
5,282,IEV,scram,16,0.8928503505402011,16,14.594968280841996,384,135568,136068,136368,137217,0,NA,135952
5,283,IEV,scram,14,0.8907201630973536,14,12.327286614211506,445,138434,139000,139300,140150,0,NA,138879
5,284,IEV,scram,22,0.8937873017032979,22,19.773942646569594,353,141466,141933,142232,143082,0,NA,141819
5,285,IEV,scram,19,0.8938145584035955,19,17.087260183759657,343,144348,144815,145115,145964,0,NA,144691
5,286,IEV,scram,23,0.8924001961638209,23,20.92873604854397,388,147181,147697,147997,148847,0,NA,147569
5,287,IEV,scram,15,0.8918714734018731,15,12.999290013157387,405,150413,150946,151246,152095,0,NA,150818
5,288,IEV,scram,103,0.48674244439092706,103,50.040437352298106,3363,153362,156844,157144,157993,0,NA,156725
5,289,IEV,scram,98,0.4938273709484825,0,48.2531733960442,3340,159610,163059,163358,164208,0,NA,162950
5,290,IEV,scram,99,0.5077579092987416,0,50.13384707136784,3263,165674,169057,169356,170206,0,NA,168937
5,291,IEV,scram,108,0.45604278387318836,0,49.026285038116086,3517,171822,175454,175754,176603,0,NA,175339
5,292,IEV,scram,20,0.8857262711793368,0,17.65853068099328,574,177970,178670,178969,179819,0,NA,178544
5,293,IEV,scram,14,0.8933987176026932,0,12.701086104558682,361,181086,181569,181868,182718,0,NA,181447
5,294,IEV,scram,34,0.8310732222006764,0,28.129358088648075,1331,184034,185484,185784,186633,0,NA,185365
5,295,IEV,scram,50,0.7237220659804767,0,35.905730493083105,2132,188200,190449,190749,191598,0,NA,190332
5,296,IEV,scram,57,0.6521372008180341,57,36.892344756985764,2526,192831,195481,195780,196630,0,NA,195357
5,297,IEV,scram,70,0.6191182701813649,0,43.43021331594949,2713,198196,201029,201328,202178,0,NA,200909
5,298,IEV,scram,53,0.6692142746313229,0,35.6937405952551,2445,203294,205860,206160,207009,0,NA,205739
